Site,Pet,Breed,Age,Gender,Neutered,Monthly,Yearly,Vet Excess,Annual Condition Limit
Animal Friends,Dog,Finnish Lapphund,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Finnish Lapphund,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Finnish Spitz,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Finnish Spitz,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Finnish Spitz,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Flat-Coated Retriever,4,Male,Yes,£24.05,£288.60,£99,1000
Animal Friends,Dog,Flat-Coated Retriever,4,Male,Yes,£41.98,£503.76,£99,2000
Animal Friends,Dog,Flat-Coated Retriever,4,Male,Yes,£62.01,£744.12,£99,4000
Animal Friends,Dog,Fox Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Fox Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Fox Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Fox Terrier (Smooth Haired),4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Fox Terrier (Smooth Haired),4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Fox Terrier (Smooth Haired),4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Fox Terrier (Wire Haired),4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Fox Terrier (Wire Haired),4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Fox Terrier (Wire Haired),4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,French Bulldog,4,Male,Yes,£20.74,£248.88,£99,1000
Animal Friends,Dog,French Bulldog,4,Male,Yes,£36.20,£434.40,£99,2000
Animal Friends,Dog,French Bulldog,4,Male,Yes,£53.47,£641.64,£99,4000
Animal Friends,Dog,French Bullmastiff,4,Male,Yes,£33.49,£401.88,£99,1000
Animal Friends,Dog,French Bullmastiff,4,Male,Yes,£58.45,£701.40,£99,2000
Animal Friends,Dog,French Bullmastiff,4,Male,Yes,£86.35,£1036.20,£99,4000
Animal Friends,Dog,French Mastiff,4,Male,Yes,£33.49,£401.88,£99,1000
Animal Friends,Dog,French Mastiff,4,Male,Yes,£58.45,£701.40,£99,2000
Animal Friends,Dog,French Mastiff,4,Male,Yes,£86.35,£1036.20,£99,4000
Animal Friends,Dog,French Setter,4,Male,Yes,£14.55,£174.60,£99,1000
Animal Friends,Dog,French Setter,4,Male,Yes,£25.39,£304.68,£99,2000
Animal Friends,Dog,French Setter,4,Male,Yes,£37.51,£450.12,£99,4000
Animal Friends,Dog,French Spaniel,4,Male,Yes,£14.55,£174.60,£99,1000
Animal Friends,Dog,French Spaniel,4,Male,Yes,£25.39,£304.68,£99,2000
Animal Friends,Dog,French Spaniel,4,Male,Yes,£37.51,£450.12,£99,4000
Animal Friends,Dog,Galgo Espanol,4,Male,Yes,£13.25,£159.00,£99,1000
Animal Friends,Dog,Galgo Espanol,4,Male,Yes,£23.12,£277.44,£99,2000
Animal Friends,Dog,Galgo Espanol,4,Male,Yes,£34.15,£409.80,£99,4000
Animal Friends,Dog,Galician Shepherd,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Galician Shepherd,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Galician Shepherd,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Gascoigne,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Gascoigne,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Gascoigne,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Gazelle Hound,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Gazelle Hound,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Gazelle Hound,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,German Hunting Terrier,4,Male,Yes,£6.76,£81.12,£99,1000
Animal Friends,Dog,German Hunting Terrier,4,Male,Yes,£11.80,£141.60,£99,2000
Animal Friends,Dog,German Hunting Terrier,4,Male,Yes,£17.44,£209.28,£99,4000
Animal Friends,Dog,German Longhaired Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,German Longhaired Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,German Longhaired Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,German Mittel Spitz,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,German Mittel Spitz,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,German Mittel Spitz,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,German Pinscher,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,German Pinscher,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,German Pinscher,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,German Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,German Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,German Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,German Shepherd,4,Male,Yes,£13.33,£159.96,£99,1000
Animal Friends,Dog,German Shepherd,4,Male,Yes,£23.25,£279.00,£99,2000
Animal Friends,Dog,German Shepherd,4,Male,Yes,£34.36,£412.32,£99,4000
Animal Friends,Dog,German Shepherd Dog,4,Male,Yes,£13.33,£159.96,£99,1000
Animal Friends,Dog,German Shepherd Dog,4,Male,Yes,£23.25,£279.00,£99,2000
Animal Friends,Dog,German Shepherd Dog,4,Male,Yes,£34.36,£412.32,£99,4000
Animal Friends,Dog,German Short-haired Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,German Short-haired Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,German Short-haired Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,German Spaniel,4,Male,Yes,£20.27,£243.24,£99,1000
Animal Friends,Dog,German Spaniel,4,Male,Yes,£35.38,£424.56,£99,2000
Animal Friends,Dog,German Spaniel,4,Male,Yes,£52.27,£627.24,£99,4000
Animal Friends,Dog,German Spitz,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,German Spitz,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,German Spitz,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,German Spitz (Klein),4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,German Spitz (Klein),4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,German Spitz (Klein),4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,German Spitz (Mittel),4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,German Spitz (Mittel),4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,German Spitz (Mittel),4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,German Wire-haired Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,German Wire-haired Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,German Wire-haired Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Giant Schnauzer,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Giant Schnauzer,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Giant Schnauzer,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Glen of Imaal Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Glen of Imaal Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Glen of Imaal Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Golden Retriever,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Golden Retriever,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Golden Retriever,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Goldendoodle,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Goldendoodle,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Goldendoodle,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Gonczy Polski,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Gonczy Polski,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Gonczy Polski,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Gordon Setter,4,Male,Yes,£14.55,£174.60,£99,1000
Animal Friends,Dog,Gordon Setter,4,Male,Yes,£25.39,£304.68,£99,2000
Animal Friends,Dog,Gordon Setter,4,Male,Yes,£37.51,£450.12,£99,4000
Animal Friends,Dog,Grand Basset Griffon Vendeen,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Grand Basset Griffon Vendeen,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Grand Basset Griffon Vendeen,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Grand Bleu De Gascoigne,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Grand Bleu De Gascoigne,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Grand Bleu De Gascoigne,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Great Dane,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Great Dane,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Great Dane,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Great Swiss Mountain Dog,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Great Swiss Mountain Dog,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Great Swiss Mountain Dog,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Greenland Hound,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Greenland Hound,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Greenland Hound,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Greyhound,4,Male,Yes,£13.25,£159.00,£99,1000
Animal Friends,Dog,Greyhound,4,Male,Yes,£23.12,£277.44,£99,2000
Animal Friends,Dog,Greyhound,4,Male,Yes,£34.15,£409.80,£99,4000
Animal Friends,Dog,Griffon,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Griffon,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Griffon,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Griffon (Rough Haired),4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Griffon (Rough Haired),4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Griffon (Rough Haired),4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Griffon Brabancon,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Griffon Brabancon,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Griffon Brabancon,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Griffon Bruxellois,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Griffon Bruxellois,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Griffon Bruxellois,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Griffon Fauve de Bretagne,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Griffon Fauve de Bretagne,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Griffon Fauve de Bretagne,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Groenendael,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Groenendael,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Groenendael,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Halden Hound,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Halden Hound,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Halden Hound,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Hamiltonstovare,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Hamiltonstovare,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Hamiltonstovare,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Harrier Hound,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Harrier Hound,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Harrier Hound,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Harzer Fuchs,4,Male,Yes,£13.33,£159.96,£99,1000
Animal Friends,Dog,Harzer Fuchs,4,Male,Yes,£23.25,£279.00,£99,2000
Animal Friends,Dog,Harzer Fuchs,4,Male,Yes,£34.36,£412.32,£99,4000
Animal Friends,Dog,Havana Brown,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Havana Brown,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Havana Brown,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Havanese,4,Male,Yes,£9.11,£109.32,£99,1000
Animal Friends,Dog,Havanese,4,Male,Yes,£15.90,£190.80,£99,2000
Animal Friends,Dog,Havanese,4,Male,Yes,£23.49,£281.88,£99,4000
Animal Friends,Dog,Heeler,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Heeler,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Heeler,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Highland Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Highland Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Highland Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Hill Bearded Collie,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Hill Bearded Collie,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Hill Bearded Collie,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Hound,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Hound,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Hound,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Hovawart,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Hovawart,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Hovawart,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Hungarian Kuvasz,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Hungarian Kuvasz,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Hungarian Kuvasz,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Hungarian Mudi,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Hungarian Mudi,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Hungarian Mudi,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Hungarian Puli,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Hungarian Puli,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Hungarian Puli,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Hungarian Sheepdog,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Hungarian Sheepdog,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Hungarian Sheepdog,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Hungarian Vizsla,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Hungarian Vizsla,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Hungarian Vizsla,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Hungarian Wire Haired Vizsla,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Hungarian Wire Haired Vizsla,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Hungarian Wire Haired Vizsla,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Hungarian,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Hungarian,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Hungarian,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Huntaway,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Huntaway,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Huntaway,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Husky,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Husky,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Husky,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Ibizan Hound,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Ibizan Hound,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Ibizan Hound,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Icelandic Sheepdog,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Icelandic Sheepdog,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Icelandic Sheepdog,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Inuit,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Inuit,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Inuit,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Irish Collie,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Irish Collie,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Irish Collie,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Irish Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Irish Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Irish Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Irish Red & White Setter,4,Male,Yes,£14.55,£174.60,£99,1000
Animal Friends,Dog,Irish Red & White Setter,4,Male,Yes,£25.39,£304.68,£99,2000
Animal Friends,Dog,Irish Red & White Setter,4,Male,Yes,£37.51,£450.12,£99,4000
Animal Friends,Dog,Irish Setter,4,Male,Yes,£14.55,£174.60,£99,1000
Animal Friends,Dog,Irish Setter,4,Male,Yes,£25.39,£304.68,£99,2000
Animal Friends,Dog,Irish Setter,4,Male,Yes,£37.51,£450.12,£99,4000
Animal Friends,Dog,Irish Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Irish Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Irish Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Irish Water Spaniel,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Irish Water Spaniel,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Irish Water Spaniel,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Irish Wheaten Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Irish Wheaten Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Irish Wheaten Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Irish Wolfhound,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Irish Wolfhound,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Irish Wolfhound,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Italian Greyhound,4,Male,Yes,£13.25,£159.00,£99,1000
Animal Friends,Dog,Italian Greyhound,4,Male,Yes,£23.12,£277.44,£99,2000
Animal Friends,Dog,Italian Greyhound,4,Male,Yes,£34.15,£409.80,£99,4000
Animal Friends,Dog,Italian Spinone,4,Male,Yes,£20.27,£243.24,£99,1000
Animal Friends,Dog,Italian Spinone,4,Male,Yes,£35.38,£424.56,£99,2000
Animal Friends,Dog,Italian Spinone,4,Male,Yes,£52.27,£627.24,£99,4000
Animal Friends,Dog,Jack Chi,4,Male,Yes,£6.64,£79.68,£99,1000
Animal Friends,Dog,Jack Chi,4,Male,Yes,£9.33,£111.96,£99,2000
Animal Friends,Dog,Jack Chi,4,Male,Yes,£13.76,£165.12,£99,4000
Animal Friends,Dog,Jack Russell,4,Male,Yes,£6.76,£81.12,£99,1000
Animal Friends,Dog,Jack Russell,4,Male,Yes,£11.80,£141.60,£99,2000
Animal Friends,Dog,Jack Russell,4,Male,Yes,£17.44,£209.28,£99,4000
Animal Friends,Dog,Jack Russell Terrier,4,Male,Yes,£6.76,£81.12,£99,1000
Animal Friends,Dog,Jack Russell Terrier,4,Male,Yes,£11.80,£141.60,£99,2000
Animal Friends,Dog,Jack Russell Terrier,4,Male,Yes,£17.44,£209.28,£99,4000
Animal Friends,Dog,Jack Russell x West Highland,4,Male,Yes,£6.64,£79.68,£99,1000
Animal Friends,Dog,Jack Russell x West Highland,4,Male,Yes,£10.44,£125.28,£99,2000
Animal Friends,Dog,Jack Russell x West Highland,4,Male,Yes,£15.42,£185.04,£99,4000
Animal Friends,Dog,Jackahuahua,4,Male,Yes,£6.64,£79.68,£99,1000
Animal Friends,Dog,Jackahuahua,4,Male,Yes,£9.33,£111.96,£99,2000
Animal Friends,Dog,Jackahuahua,4,Male,Yes,£13.76,£165.12,£99,4000
Animal Friends,Dog,Jackapoo,4,Male,Yes,£10.17,£122.04,£99,1000
Animal Friends,Dog,Jackapoo,4,Male,Yes,£17.75,£213.00,£99,2000
Animal Friends,Dog,Jackapoo,4,Male,Yes,£26.22,£314.64,£99,4000
Animal Friends,Dog,Jamthund,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Jamthund,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Jamthund,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Japanese Chin,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Japanese Chin,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Japanese Chin,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Japanese Shiba Inu,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Japanese Shiba Inu,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Japanese Shiba Inu,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Japanese Spaniel,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Japanese Spaniel,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Japanese Spaniel,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Japanese Spitz,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Japanese Spitz,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Japanese Spitz,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Jura Hound,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Jura Hound,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Jura Hound,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Karakachan,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Karakachan,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Karakachan,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Keeshond,4,Male,Yes,£11.16,£133.92,£99,1000
Animal Friends,Dog,Keeshond,4,Male,Yes,£19.48,£233.76,£99,2000
Animal Friends,Dog,Keeshond,4,Male,Yes,£28.77,£345.24,£99,4000
Animal Friends,Dog,Kerry Blue Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Kerry Blue Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Kerry Blue Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,King Charles Cavalier Spaniel,4,Male,Yes,£10.96,£131.52,£99,1000
Animal Friends,Dog,King Charles Cavalier Spaniel,4,Male,Yes,£19.13,£229.56,£99,2000
Animal Friends,Dog,King Charles Cavalier Spaniel,4,Male,Yes,£28.26,£339.12,£99,4000
Animal Friends,Dog,King Charles Spaniel,4,Male,Yes,£10.96,£131.52,£99,1000
Animal Friends,Dog,King Charles Spaniel,4,Male,Yes,£19.13,£229.56,£99,2000
Animal Friends,Dog,King Charles Spaniel,4,Male,Yes,£28.26,£339.12,£99,4000
Animal Friends,Dog,Kokoni,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Kokoni,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Kokoni,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Komondor,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Komondor,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Komondor,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Kooikerhondje,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Kooikerhondje,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Kooikerhondje,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Korthals Griffon,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Korthals Griffon,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Korthals Griffon,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Kromfohrlander,4,Male,Yes,£6.76,£81.12,£99,1000
Animal Friends,Dog,Kromfohrlander,4,Male,Yes,£11.80,£141.60,£99,2000
Animal Friends,Dog,Kromfohrlander,4,Male,Yes,£17.44,£209.28,£99,4000
Animal Friends,Dog,Kuvasz,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Kuvasz,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Kuvasz,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Labradoodle,4,Male,Yes,£11.16,£133.92,£99,1000
Animal Friends,Dog,Labradoodle,4,Male,Yes,£19.48,£233.76,£99,2000
Animal Friends,Dog,Labradoodle,4,Male,Yes,£28.77,£345.24,£99,4000
Animal Friends,Dog,Labrador,4,Male,Yes,£11.16,£133.92,£99,1000
Animal Friends,Dog,Labrador,4,Male,Yes,£19.48,£233.76,£99,2000
