Site,Pet,Breed,Age,Gender,Neutered,Monthly,Yearly,Vet Excess,Annual Condition Limit
Animal Friends,Dog,Bull Terrier (Miniature),4,Male,Yes,£44.53,£534.36,£99,4000
Animal Friends,Dog,Bulldog,4,Male,Yes,£20.27,£243.24,£99,1000
Animal Friends,Dog,Bulldog,4,Male,Yes,£35.38,£424.56,£99,2000
Animal Friends,Dog,Bulldog,4,Male,Yes,£52.27,£627.24,£99,4000
Animal Friends,Dog,Bulldog (Miniature),4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Bulldog (Miniature),4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Bulldog (Miniature),4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Bulldog (Toy),4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Bulldog (Toy),4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Bulldog (Toy),4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Bullmastiff,4,Male,Yes,£24.05,£288.60,£99,1000
Animal Friends,Dog,Bullmastiff,4,Male,Yes,£41.98,£503.76,£99,2000
Animal Friends,Dog,Bullmastiff,4,Male,Yes,£62.01,£744.12,£99,4000
Animal Friends,Dog,Burgos Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Burgos Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Burgos Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Cairn Terrier,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Cairn Terrier,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Cairn Terrier,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Can de Palleiro,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Can de Palleiro,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Can de Palleiro,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Canaan Dog,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Canaan Dog,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Canaan Dog,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Canadian Eskimo Dog,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Canadian Eskimo Dog,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Canadian Eskimo Dog,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Cao da Serra de Aires,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Cao da Serra de Aires,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Cao da Serra de Aires,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Cao de Castro Laboreiro,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Cao de Castro Laboreiro,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Cao de Castro Laboreiro,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Carea Leones,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Carea Leones,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Carea Leones,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Carpathian Shepherd,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Carpathian Shepherd,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Carpathian Shepherd,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Catahoula Leopard Dog,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Catahoula Leopard Dog,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Catahoula Leopard Dog,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Catalan Sheepdog,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Catalan Sheepdog,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Catalan Sheepdog,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Cavachon,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Cavachon,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Cavachon,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Cavalier King Charles Spaniel,4,Male,Yes,£10.96,£131.52,£99,1000
Animal Friends,Dog,Cavalier King Charles Spaniel,4,Male,Yes,£19.13,£229.56,£99,2000
Animal Friends,Dog,Cavalier King Charles Spaniel,4,Male,Yes,£28.26,£339.12,£99,4000
Animal Friends,Dog,Cavapoo,4,Male,Yes,£11.16,£133.92,£99,1000
Animal Friends,Dog,Cavapoo,4,Male,Yes,£19.48,£233.76,£99,2000
Animal Friends,Dog,Cavapoo,4,Male,Yes,£28.77,£345.24,£99,4000
Animal Friends,Dog,Central Asian Shepherd Dog,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Central Asian Shepherd Dog,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Central Asian Shepherd Dog,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Cesky Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Cesky Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Cesky Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Chesapeake Bay Retriever,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Chesapeake Bay Retriever,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Chesapeake Bay Retriever,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Chi-A-Pap,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Chi-A-Pap,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Chi-A-Pap,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Chi-Shi,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Chi-Shi,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Chi-Shi,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Chihuahua,4,Male,Yes,£6.64,£79.68,£99,1000
Animal Friends,Dog,Chihuahua,4,Male,Yes,£10.44,£125.28,£99,2000
Animal Friends,Dog,Chihuahua,4,Male,Yes,£15.42,£185.04,£99,4000
Animal Friends,Dog,Chihuahua (Long-Coated),4,Male,Yes,£6.64,£79.68,£99,1000
Animal Friends,Dog,Chihuahua (Long-Coated),4,Male,Yes,£10.44,£125.28,£99,2000
Animal Friends,Dog,Chihuahua (Long-Coated),4,Male,Yes,£15.42,£185.04,£99,4000
Animal Friends,Dog,Chihuahua (Smooth-coated),4,Male,Yes,£6.64,£79.68,£99,1000
Animal Friends,Dog,Chihuahua (Smooth-coated),4,Male,Yes,£10.44,£125.28,£99,2000
Animal Friends,Dog,Chihuahua (Smooth-coated),4,Male,Yes,£15.42,£185.04,£99,4000
Animal Friends,Dog,Chinese Crested (Powder Puff),4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Chinese Crested (Powder Puff),4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Chinese Crested (Powder Puff),4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Chinese Crested Dog,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Chinese Crested Dog,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Chinese Crested Dog,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Chinese Hairless,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Chinese Hairless,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Chinese Hairless,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Chion,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Chion,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Chion,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Chiweenie,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Chiweenie,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Chiweenie,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Chorkie,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Chorkie,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Chorkie,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Chow Chow,4,Male,Yes,£24.05,£288.60,£99,1000
Animal Friends,Dog,Chow Chow,4,Male,Yes,£41.98,£503.76,£99,2000
Animal Friends,Dog,Chow Chow,4,Male,Yes,£62.01,£744.12,£99,4000
Animal Friends,Dog,Chug,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Chug,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Chug,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Cirneco Dell',4,Male,Yes,£20.27,£243.24,£99,1000
Animal Friends,Dog,Cirneco Dell',4,Male,Yes,£35.38,£424.56,£99,2000
Animal Friends,Dog,Cirneco Dell',4,Male,Yes,£52.27,£627.24,£99,4000
Animal Friends,Dog,Etna,4,Male,Yes,£20.27,£243.24,£99,1000
Animal Friends,Dog,Etna,4,Male,Yes,£35.38,£424.56,£99,2000
Animal Friends,Dog,Etna,4,Male,Yes,£52.27,£627.24,£99,4000
Animal Friends,Dog,Clumber Spaniel,4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Clumber Spaniel,4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Clumber Spaniel,4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Cockapoo,4,Male,Yes,£7.41,£88.92,£99,1000
Animal Friends,Dog,Cockapoo,4,Male,Yes,£12.94,£155.28,£99,2000
Animal Friends,Dog,Cockapoo,4,Male,Yes,£19.12,£229.44,£99,4000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,£10.17,£122.04,£99,1000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,£17.75,£213.00,£99,2000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,£26.22,£314.64,£99,4000
Animal Friends,Dog,Cocker Spaniel (Miniature),4,Male,Yes,£10.17,£122.04,£99,1000
Animal Friends,Dog,Cocker Spaniel (Miniature),4,Male,Yes,£17.75,£213.00,£99,2000
Animal Friends,Dog,Cocker Spaniel (Miniature),4,Male,Yes,£26.22,£314.64,£99,4000
Animal Friends,Dog,Cockerpoo,4,Male,Yes,£7.41,£88.92,£99,1000
Animal Friends,Dog,Cockerpoo,4,Male,Yes,£12.94,£155.28,£99,2000
Animal Friends,Dog,Cockerpoo,4,Male,Yes,£19.12,£229.44,£99,4000
Animal Friends,Dog,Collie,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Collie,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Collie,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Collie (Rough),4,Male,Yes,£12.61,£151.32,£99,1000
Animal Friends,Dog,Collie (Rough),4,Male,Yes,£22.02,£264.24,£99,2000
Animal Friends,Dog,Collie (Rough),4,Male,Yes,£32.52,£390.24,£99,4000
Animal Friends,Dog,Continental Landseer,4,Male,Yes,£19.91,£238.92,£99,1000
Animal Friends,Dog,Continental Landseer,4,Male,Yes,£34.76,£417.12,£99,2000
Animal Friends,Dog,Continental Landseer,4,Male,Yes,£51.35,£616.20,£99,4000
Animal Friends,Dog,Coonhound,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Coonhound,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Coonhound,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Corgi,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Corgi,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Corgi,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Coton de Tulear,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Coton de Tulear,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Coton de Tulear,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Curly Coated Retriever,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Curly Coated Retriever,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Curly Coated Retriever,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Cyprus Poodle,4,Male,Yes,£10.17,£122.04,£99,1000
Animal Friends,Dog,Cyprus Poodle,4,Male,Yes,£17.75,£213.00,£99,2000
Animal Friends,Dog,Cyprus Poodle,4,Male,Yes,£26.22,£314.64,£99,4000
Animal Friends,Dog,Czesky Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Czesky Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Czesky Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Dachsbracke,4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachsbracke,4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachsbracke,4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund,4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund,4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund,4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund (Long-Haired),4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund (Long-Haired),4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund (Long-Haired),4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund (Minature Long-Haired),4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund (Minature Long-Haired),4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund (Minature Long-Haired),4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund (Minature Short-Haired),4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund (Minature Short-Haired),4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund (Minature Short-Haired),4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund (Miniature Wire-Haired),4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund (Miniature Wire-Haired),4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund (Miniature Wire-Haired),4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund (Miniature),4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund (Miniature),4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund (Miniature),4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund (Wire-Haired),4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund (Wire-Haired),4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund (Wire-Haired),4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshund Smooth haired,4,Male,Yes,£10.55,£126.60,£99,1000
Animal Friends,Dog,Dachshund Smooth haired,4,Male,Yes,£18.40,£220.80,£99,2000
Animal Friends,Dog,Dachshund Smooth haired,4,Male,Yes,£27.19,£326.28,£99,4000
Animal Friends,Dog,Dachshunddoodle,4,Male,Yes,£11.16,£133.92,£99,1000
Animal Friends,Dog,Dachshunddoodle,4,Male,Yes,£19.48,£233.76,£99,2000
Animal Friends,Dog,Dachshunddoodle,4,Male,Yes,£28.77,£345.24,£99,4000
Animal Friends,Dog,Dalmatian,4,Male,Yes,£13.33,£159.96,£99,1000
Animal Friends,Dog,Dalmatian,4,Male,Yes,£23.25,£279.00,£99,2000
Animal Friends,Dog,Dalmatian,4,Male,Yes,£34.36,£412.32,£99,4000
Animal Friends,Dog,Dandie Dinmont Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Dandie Dinmont Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Dandie Dinmont Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Danish Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Danish Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Danish Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Danish-Swedish Farmdog,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Danish-Swedish Farmdog,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Danish-Swedish Farmdog,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Deerhound,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,Deerhound,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,Deerhound,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,Dobermann,4,Male,Yes,£24.05,£288.60,£99,1000
Animal Friends,Dog,Dobermann,4,Male,Yes,£41.98,£503.76,£99,2000
Animal Friends,Dog,Dobermann,4,Male,Yes,£62.01,£744.12,£99,4000
Animal Friends,Dog,Dogue de Bordeaux,4,Male,Yes,£33.49,£401.88,£99,1000
Animal Friends,Dog,Dogue de Bordeaux,4,Male,Yes,£58.45,£701.40,£99,2000
Animal Friends,Dog,Dogue de Bordeaux,4,Male,Yes,£86.35,£1036.20,£99,4000
Animal Friends,Dog,Dorset Old Tyme Bulldog,4,Male,Yes,£20.27,£243.24,£99,1000
Animal Friends,Dog,Dorset Old Tyme Bulldog,4,Male,Yes,£35.38,£424.56,£99,2000
Animal Friends,Dog,Dorset Old Tyme Bulldog,4,Male,Yes,£52.27,£627.24,£99,4000
Animal Friends,Dog,Doxiedoodle,4,Male,Yes,£11.16,£133.92,£99,1000
Animal Friends,Dog,Doxiedoodle,4,Male,Yes,£19.48,£233.76,£99,2000
Animal Friends,Dog,Doxiedoodle,4,Male,Yes,£28.77,£345.24,£99,4000
Animal Friends,Dog,Doxihuahua,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Doxihuahua,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Doxihuahua,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Drentse Partridge Dog,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Drentse Partridge Dog,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Drentse Partridge Dog,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Dutch Herder/Shepherd,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Dutch Herder/Shepherd,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Dutch Herder/Shepherd,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Dutch Kooiker,4,Male,Yes,£7.97,£95.64,£99,1000
Animal Friends,Dog,Dutch Kooiker,4,Male,Yes,£13.91,£166.92,£99,2000
Animal Friends,Dog,Dutch Kooiker,4,Male,Yes,£20.55,£246.60,£99,4000
Animal Friends,Dog,Elkhound,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,Elkhound,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,Elkhound,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,English Bull Terrier,4,Male,Yes,£17.27,£207.24,£99,1000
Animal Friends,Dog,English Bull Terrier,4,Male,Yes,£30.14,£361.68,£99,2000
Animal Friends,Dog,English Bull Terrier,4,Male,Yes,£44.53,£534.36,£99,4000
Animal Friends,Dog,English Bull Terrier (Minature),4,Male,Yes,£17.27,£207.24,£99,1000
Animal Friends,Dog,English Bull Terrier (Minature),4,Male,Yes,£30.14,£361.68,£99,2000
Animal Friends,Dog,English Bull Terrier (Minature),4,Male,Yes,£44.53,£534.36,£99,4000
Animal Friends,Dog,English Bulldog,4,Male,Yes,£20.27,£243.24,£99,1000
Animal Friends,Dog,English Bulldog,4,Male,Yes,£35.38,£424.56,£99,2000
Animal Friends,Dog,English Bulldog,4,Male,Yes,£52.27,£627.24,£99,4000
Animal Friends,Dog,English Bullmastiff,4,Male,Yes,£24.05,£288.60,£99,1000
Animal Friends,Dog,English Bullmastiff,4,Male,Yes,£41.98,£503.76,£99,2000
Animal Friends,Dog,English Bullmastiff,4,Male,Yes,£62.01,£744.12,£99,4000
Animal Friends,Dog,English Cocker Spaniel,4,Male,Yes,£10.17,£122.04,£99,1000
Animal Friends,Dog,English Cocker Spaniel,4,Male,Yes,£17.75,£213.00,£99,2000
Animal Friends,Dog,English Cocker Spaniel,4,Male,Yes,£26.22,£314.64,£99,4000
Animal Friends,Dog,English Cocker Spaniel (Minature),4,Male,Yes,£10.17,£122.04,£99,1000
Animal Friends,Dog,English Cocker Spaniel (Minature),4,Male,Yes,£17.75,£213.00,£99,2000
Animal Friends,Dog,English Cocker Spaniel (Minature),4,Male,Yes,£26.22,£314.64,£99,4000
Animal Friends,Dog,English Mastiff,4,Male,Yes,£24.05,£288.60,£99,1000
Animal Friends,Dog,English Mastiff,4,Male,Yes,£41.98,£503.76,£99,2000
Animal Friends,Dog,English Mastiff,4,Male,Yes,£62.01,£744.12,£99,4000
Animal Friends,Dog,English Pointer,4,Male,Yes,£14.90,£178.80,£99,1000
Animal Friends,Dog,English Pointer,4,Male,Yes,£26.01,£312.12,£99,2000
Animal Friends,Dog,English Pointer,4,Male,Yes,£38.42,£461.04,£99,4000
Animal Friends,Dog,English Setter,4,Male,Yes,£14.55,£174.60,£99,1000
Animal Friends,Dog,English Setter,4,Male,Yes,£25.39,£304.68,£99,2000
Animal Friends,Dog,English Setter,4,Male,Yes,£37.51,£450.12,£99,4000
Animal Friends,Dog,English Sheepdog,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,English Sheepdog,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,English Sheepdog,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,English Shepherd Dog,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,English Shepherd Dog,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,English Shepherd Dog,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,English Springer Spaniel,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,English Springer Spaniel,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,English Springer Spaniel,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,English Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,English Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,English Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,English Terrier (Miniature),4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,English Terrier (Miniature),4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,English Terrier (Miniature),4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,English Toy Spaniel,4,Male,Yes,£10.17,£122.04,£99,1000
Animal Friends,Dog,English Toy Spaniel,4,Male,Yes,£17.75,£213.00,£99,2000
Animal Friends,Dog,English Toy Spaniel,4,Male,Yes,£26.22,£314.64,£99,4000
Animal Friends,Dog,English Toy Terrier,4,Male,Yes,£9.67,£116.04,£99,1000
Animal Friends,Dog,English Toy Terrier,4,Male,Yes,£16.87,£202.44,£99,2000
Animal Friends,Dog,English Toy Terrier,4,Male,Yes,£24.93,£299.16,£99,4000
Animal Friends,Dog,Entlebucher Mountain Dog,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Entlebucher Mountain Dog,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Entlebucher Mountain Dog,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Entlebucher Sennenhund,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Entlebucher Sennenhund,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Entlebucher Sennenhund,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Epagneul Francais,4,Male,Yes,£14.55,£174.60,£99,1000
Animal Friends,Dog,Epagneul Francais,4,Male,Yes,£25.39,£304.68,£99,2000
Animal Friends,Dog,Epagneul Francais,4,Male,Yes,£37.51,£450.12,£99,4000
Animal Friends,Dog,Estrela Mountain Dog,4,Male,Yes,£23.33,£279.96,£99,1000
Animal Friends,Dog,Estrela Mountain Dog,4,Male,Yes,£40.73,£488.76,£99,2000
Animal Friends,Dog,Estrela Mountain Dog,4,Male,Yes,£60.17,£722.04,£99,4000
Animal Friends,Dog,Eurasier,4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Eurasier,4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Eurasier,4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Eurasier (Large),4,Male,Yes,£7.87,£94.44,£99,1000
Animal Friends,Dog,Eurasier (Large),4,Male,Yes,£13.74,£164.88,£99,2000
Animal Friends,Dog,Eurasier (Large),4,Male,Yes,£20.31,£243.72,£99,4000
Animal Friends,Dog,Farm Collie,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Farm Collie,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Farm Collie,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Fell Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Fell Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Fell Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Felland Terrier,4,Male,Yes,£9.07,£108.84,£99,1000
Animal Friends,Dog,Felland Terrier,4,Male,Yes,£15.84,£190.08,£99,2000
Animal Friends,Dog,Felland Terrier,4,Male,Yes,£23.40,£280.80,£99,4000
Animal Friends,Dog,Field Spaniel,4,Male,Yes,£11.78,£141.36,£99,1000
Animal Friends,Dog,Field Spaniel,4,Male,Yes,£20.56,£246.72,£99,2000
Animal Friends,Dog,Field Spaniel,4,Male,Yes,£30.37,£364.44,£99,4000
Animal Friends,Dog,Finish Keeshond,4,Male,Yes,£11.16,£133.92,£99,1000
Animal Friends,Dog,Finish Keeshond,4,Male,Yes,£19.48,£233.76,£99,2000
Animal Friends,Dog,Finish Keeshond,4,Male,Yes,£28.77,£345.24,£99,4000
Animal Friends,Dog,Finnish Lapphund,4,Male,Yes,£7.87,£94.44,£99,1000
