Site,Pet,Breed,Age,Gender,Neutered,Purchase Price,Monthly,Yearly,Vet Excess,Annual Condition Limit
Animal Friends,Cat,British Shorthair,4,Female,Yes,Free,£13.42,£161.04,£99,4000
Animal Friends,Cat,Chartreux,4,Female,Yes,Free,£5.53,£66.36,£99,1000
Animal Friends,Cat,Chartreux,4,Female,Yes,Free,£9.06,£108.72,£99,2000
Animal Friends,Cat,Chartreux,4,Female,Yes,Free,£13.42,£161.04,£99,4000
Animal Friends,Cat,Norwegian Forest Cat,4,Female,Yes,Free,£6.13,£73.56,£99,1000
Animal Friends,Cat,Norwegian Forest Cat,4,Female,Yes,Free,£10.01,£120.12,£99,2000
Animal Friends,Cat,Norwegian Forest Cat,4,Female,Yes,Free,£14.83,£177.96,£99,4000
Animal Friends,Cat,Birman,4,Female,Yes,Free,£6.13,£73.56,£99,1000
Animal Friends,Cat,Birman,4,Female,Yes,Free,£10.01,£120.12,£99,2000
Animal Friends,Cat,Birman,4,Female,Yes,Free,£14.83,£177.96,£99,4000
Animal Friends,Cat,Persian,4,Female,Yes,Free,£7.32,£87.84,£99,1000
Animal Friends,Cat,Persian,4,Female,Yes,Free,£11.98,£143.76,£99,2000
Animal Friends,Cat,Persian,4,Female,Yes,Free,£17.74,£212.88,£99,4000
Animal Friends,Cat,Bobtail,4,Female,Yes,Free,£7.32,£87.84,£99,1000
Animal Friends,Cat,Bobtail,4,Female,Yes,Free,£11.98,£143.76,£99,2000
Animal Friends,Cat,Bobtail,4,Female,Yes,Free,£17.74,£212.88,£99,4000
Animal Friends,Cat,Bengal,4,Female,Yes,Free,£7.93,£95.16,£99,1000
Animal Friends,Cat,Bengal,4,Female,Yes,Free,£12.98,£155.76,£99,2000
Animal Friends,Cat,Bengal,4,Female,Yes,Free,£19.22,£230.64,£99,4000
Animal Friends,Cat,Maine Coon,4,Female,Yes,Free,£7.93,£95.16,£99,1000
Animal Friends,Cat,Maine Coon,4,Female,Yes,Free,£12.98,£155.76,£99,2000
Animal Friends,Cat,Maine Coon,4,Female,Yes,Free,£19.22,£230.64,£99,4000
Animal Friends,Cat,Russian Blue,4,Female,Yes,Free,£8.08,£96.96,£99,1000
Animal Friends,Cat,Russian Blue,4,Female,Yes,Free,£13.20,£158.40,£99,2000
Animal Friends,Cat,Russian Blue,4,Female,Yes,Free,£19.56,£234.72,£99,4000
Animal Friends,Cat,Sphynx,4,Female,Yes,Free,£8.08,£96.96,£99,1000
Animal Friends,Cat,Sphynx,4,Female,Yes,Free,£13.20,£158.40,£99,2000
Animal Friends,Cat,Sphynx,4,Female,Yes,Free,£19.56,£234.72,£99,4000
Animal Friends,Cat,Abyssinian,4,Female,Yes,Free,£8.75,£105.00,£99,1000
Animal Friends,Cat,Abyssinian,4,Female,Yes,Free,£14.30,£171.60,£99,2000
Animal Friends,Cat,Abyssinian,4,Female,Yes,Free,£21.18,£254.16,£99,4000
Animal Friends,Cat,Devon Rex,4,Female,Yes,Free,£8.75,£105.00,£99,1000
Animal Friends,Cat,Devon Rex,4,Female,Yes,Free,£14.30,£171.60,£99,2000
Animal Friends,Cat,Devon Rex,4,Female,Yes,Free,£21.18,£254.16,£99,4000
Animal Friends,Cat,Moggie,4,Male,No,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Moggie,4,Male,No,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Moggie,4,Male,No,Free,£12.35,£148.20,£99,4000
Animal Friends,Cat,Moggie,4,Male,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Moggie,4,Male,Yes,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Moggie,4,Male,Yes,Free,£12.35,£148.20,£99,4000
Animal Friends,Cat,Moggie,4,Female,No,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Moggie,4,Female,No,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Moggie,4,Female,No,Free,£12.35,£148.20,£99,4000
