Site,Pet,Breed,Age,Gender,Neutered,Purchase Price,Monthly,Yearly,Vet Excess,Annual Condition Limit
Animal Friends,Dog,Cocker Spaniel,4,Female,No,Free,£17.75,£213.00,£99,2000
Animal Friends,Dog,Cocker Spaniel,4,Female,No,Free,£26.22,£314.64,£99,4000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,100,£10.17,£122.04,£99,1000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,100,£17.75,£213.00,£99,2000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,100,£26.22,£314.64,£99,4000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,500,£10.17,£122.04,£99,1000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,500,£17.75,£213.00,£99,2000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,500,£26.22,£314.64,£99,4000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,1000,£10.17,£122.04,£99,1000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,1000,£17.75,£213.00,£99,2000
Animal Friends,Dog,Cocker Spaniel,4,Male,Yes,1000,£26.22,£314.64,£99,4000
Animal Friends,Cat,Moggie,4,Female,Yes,50,£5.61,£67.32,£99,1000
Animal Friends,Cat,Moggie,4,Female,Yes,50,£8.51,£102.12,£99,2000
Animal Friends,Cat,Moggie,4,Female,Yes,50,£12.96,£152.04,£99,4000
Animal Friends,Cat,Moggie,4,Female,Yes,100,£5.61,£67.32,£99,1000
Animal Friends,Cat,Moggie,4,Female,Yes,100,£8.51,£102.12,£99,2000
Animal Friends,Cat,Moggie,4,Female,Yes,100,£12.96,£152.04,£99,4000
Animal Friends,Cat,Moggie,4,Female,Yes,500,£5.61,£67.32,£99,1000
Animal Friends,Cat,Moggie,4,Female,Yes,500,£8.51,£102.12,£99,2000
Animal Friends,Cat,Moggie,4,Female,Yes,500,£12.96,£152.04,£99,4000
Animal Friends,Cat,Moggie,2,Female,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Moggie,2,Female,Yes,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Moggie,2,Female,Yes,Free,£12.35,£148.20,£99,4000
Animal Friends,Cat,Moggie,3,Female,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Moggie,3,Female,Yes,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Moggie,3,Female,Yes,Free,£12.35,£148.20,£99,4000
Animal Friends,Cat,Moggie,4,Female,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Moggie,4,Female,Yes,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Moggie,4,Female,Yes,Free,£12.35,£148.20,£99,4000
Animal Friends,Cat,Moggie,5,Female,Yes,Free,£5.61,£67.32,£99,1000
Animal Friends,Cat,Moggie,5,Female,Yes,Free,£8.51,£102.12,£99,2000
Animal Friends,Cat,Moggie,5,Female,Yes,Free,£12.67,£152.04,£99,4000
Animal Friends,Cat,Moggie,6,Female,Yes,Free,£5.61,£67.32,£99,1000
Animal Friends,Cat,Moggie,6,Female,Yes,Free,£8.51,£102.12,£99,2000
Animal Friends,Cat,Moggie,6,Female,Yes,Free,£12.67,£152.04,£99,4000
Animal Friends,Cat,Moggie,7,Female,Yes,Free,£5.61,£67.32,£99,1000
Animal Friends,Cat,Moggie,7,Female,Yes,Free,£8.51,£102.12,£99,2000
Animal Friends,Cat,Moggie,7,Female,Yes,Free,£12.67,£152.04,£99,4000
Animal Friends,Cat,Moggie,8,Female,Yes,Free,£6.09,£73.08,£99,1000
Animal Friends,Cat,Moggie,8,Female,Yes,Free,£9.15,£109.80,£99,2000
Animal Friends,Cat,Moggie,8,Female,Yes,Free,£13.75,£165.00,£99,4000
Animal Friends,Cat,Moggie,9,Female,Yes,Free,£6.54,£78.48,£99,1000
Animal Friends,Cat,Moggie,9,Female,Yes,Free,£10.30,£123.60,£99,2000
Animal Friends,Cat,Moggie,9,Female,Yes,Free,£15.32,£183.84,£99,4000
Animal Friends,Cat,Moggie,10,Female,Yes,Free,£7.08,£84.96,£99,1000
Animal Friends,Cat,Moggie,10,Female,Yes,Free,£11.82,£141.84,£99,2000
Animal Friends,Cat,Moggie,10,Female,Yes,Free,£17.58,£210.96,£99,4000
