Site,Pet,Breed,Age,Gender,Neutered,Purchase Price,Monthly,Yearly,Vet Excess,Annual Condition Limit
Petplan,Dog,English Pointer,4,Male,Yes,Covered For Life - £4000 or more,£50.18,£602.16 ,£110,4000
Petplan,Dog,English Pointer,4,Male,Yes,Covered For Life - £4000 or more,£65.12,£781.44 ,£110,7000
Petplan,Dog,English Pointer,4,Male,Yes,Covered For Life - £4000 or more,£81.35,£976.20 ,£110,12000
Petplan,Dog,Flat Coated Retriever,4,Male,Yes,Covered For Life - £4000 or more,£49.12,£589.44 ,£110,4000
Petplan,Dog,Flat Coated Retriever,4,Male,Yes,Covered For Life - £4000 or more,£63.75,£765.00 ,£110,7000
Petplan,Dog,Flat Coated Retriever,4,Male,Yes,Covered For Life - £4000 or more,£81.56,£978.72 ,£110,12000
Petplan,Dog,Irish Setter,4,Male,Yes,Covered For Life - £4000 or more,No Lifetime Cover,No Lifetime Cover,No Lifetime Cover,4000
Petplan,Dog,Irish Setter,4,Male,Yes,Covered For Life - £4000 or more,No Lifetime Cover,No Lifetime Cover,No Lifetime Cover,7000
Petplan,Dog,Irish Setter,4,Male,Yes,Covered For Life - £4000 or more,No Lifetime Cover,No Lifetime Cover,No Lifetime Cover,12000
Petplan,Dog,Lowchen (Little Lion Dog),4,Male,Yes,Covered For Life - £4000 or more,£54.14,£649.68 ,£110,4000
Petplan,Dog,Lowchen (Little Lion Dog),4,Male,Yes,Covered For Life - £4000 or more,£70.27,£843.24 ,£110,7000
Petplan,Dog,Lowchen (Little Lion Dog),4,Male,Yes,Covered For Life - £4000 or more,£88.96,£1067.52 ,£110,12000
Petplan,Dog,Japanese Chin,4,Male,Yes,Covered For Life - £4000 or more,£54.14,£649.68 ,£110,4000
Petplan,Dog,Japanese Chin,4,Male,Yes,Covered For Life - £4000 or more,£70.27,£843.24 ,£110,7000
Petplan,Dog,Japanese Chin,4,Male,Yes,Covered For Life - £4000 or more,£88.96,£1067.52 ,£110,12000
Petplan,Dog,Weimaraner,4,Male,Yes,Covered For Life - £4000 or more,£54.88,£658.56 ,£110,4000
Petplan,Dog,Weimaraner,4,Male,Yes,Covered For Life - £4000 or more,£71.22,£854.64 ,£110,7000
Petplan,Dog,Weimaraner,4,Male,Yes,Covered For Life - £4000 or more,£90.24,£1082.88 ,£110,12000
Petplan,Dog,Portugese Water Dog,4,Male,Yes,Covered For Life - £4000 or more,£54.88,£658.56 ,£110,4000
Petplan,Dog,Portugese Water Dog,4,Male,Yes,Covered For Life - £4000 or more,£71.22,£854.64 ,£110,7000
Petplan,Dog,Portugese Water Dog,4,Male,Yes,Covered For Life - £4000 or more,£90.24,£1082.88 ,£110,12000
Petplan,Dog,Hungarian Vizsla,4,Male,Yes,Covered For Life - £4000 or more,£57.48,£689.76 ,£110,4000
Petplan,Dog,Hungarian Vizsla,4,Male,Yes,Covered For Life - £4000 or more,£74.60,£895.20 ,£110,7000
Petplan,Dog,Hungarian Vizsla,4,Male,Yes,Covered For Life - £4000 or more,£94.51,£1134.12 ,£110,12000
Petplan,Dog,Gordon Setter,4,Male,Yes,Covered For Life - £4000 or more,£60.32,£723.84 ,£110,4000
Petplan,Dog,Gordon Setter,4,Male,Yes,Covered For Life - £4000 or more,£78.28,£939.36 ,£110,7000
Petplan,Dog,Gordon Setter,4,Male,Yes,Covered For Life - £4000 or more,£95.76,£1149.12 ,£110,12000
Petplan,Dog,Bouvier Des Flandres,4,Male,Yes,Covered For Life - £4000 or more,£60.32,£723.84 ,£110,4000
Petplan,Dog,Bouvier Des Flandres,4,Male,Yes,Covered For Life - £4000 or more,£78.28,£939.36 ,£110,7000
Petplan,Dog,Bouvier Des Flandres,4,Male,Yes,Covered For Life - £4000 or more,£95.76,£1149.12 ,£110,12000
Petplan,Dog,Hungarian Wirehaired Vizsla,4,Male,Yes,Covered For Life - £4000 or more,No Lifetime Cover,No Lifetime Cover,No Lifetime Cover,4000
Petplan,Dog,Hungarian Wirehaired Vizsla,4,Male,Yes,Covered For Life - £4000 or more,No Lifetime Cover,No Lifetime Cover,No Lifetime Cover,7000
Petplan,Dog,Hungarian Wirehaired Vizsla,4,Male,Yes,Covered For Life - £4000 or more,No Lifetime Cover,No Lifetime Cover,No Lifetime Cover,12000
Petplan,Dog,Akita,4,Male,Yes,Covered For Life - £4000 or more,£64.67,£776.04 ,£110,4000
Petplan,Dog,Akita,4,Male,Yes,Covered For Life - £4000 or more,£83.93,£1007.16 ,£110,7000
Petplan,Dog,Akita,4,Male,Yes,Covered For Life - £4000 or more,£106.32,£1275.84 ,£110,12000
Petplan,Dog,Rhodesian Ridgeback,4,Male,Yes,Covered For Life - £4000 or more,£64.67,£776.04 ,£110,4000
Petplan,Dog,Rhodesian Ridgeback,4,Male,Yes,Covered For Life - £4000 or more,£83.93,£1007.16 ,£110,7000
Petplan,Dog,Rhodesian Ridgeback,4,Male,Yes,Covered For Life - £4000 or more,£106.32,£1275.84 ,£110,12000
Petplan,Dog,Basset Hound,4,Male,Yes,Covered For Life - £4000 or more,£55.40,£664.80 ,£110,4000
